Symbol,Threshold,Max_Streak_Pos,Max_Streak_Neg,Pattern,Pattern_Name,Category,Chance,Prob,Stats,avg_return
BH,±3.7%,3,4,-++,3D_Reversal_Up,Reversal,🔴 DOWN,100%,1/1 (5000),-1.5564202334630295
BH,±3.7%,3,4,-+-,3D_Mixed_-+-,Mixed,🔴 DOWN,100%,1/1 (5000),-2.1929824561403466
BH,±3.7%,3,4,--+,3D_Reversal_Up,Reversal,🟢 UP,0%,0/0 (5000),0.0
BH,±3.7%,3,4,---,3_Days_Down,Trend,🔴 DOWN,75%,3/4 (5000),0.4070196221166972
BH,±3.7%,3,4,+++-,4D_Reversal_Down,Reversal,🟢 UP,100%,1/1 (5000),0.278551532033422
BH,±3.7%,3,4,++-+,4D_Mixed_++-+,Mixed,🟢 UP,100%,1/1 (5000),6.198347107438007
BH,±3.7%,3,4,+-++,4D_Mixed_+-++,Mixed,🔴 DOWN,100%,1/1 (5000),-1.5564202334630295
BH,±3.7%,3,4,+---,4D_Reversal_Down,Reversal,🟢 UP,100%,1/1 (5000),8.571428571428562
BH,±3.7%,3,4,---+,4D_Reversal_Up,Reversal,🟢 UP,0%,0/0 (5000),0.0
BH,±3.7%,3,4,----,4_Days_Down,Trend,🔴 DOWN,100%,1/1 (5000),-1.0869565217391242
BJC,±2.4%,4,3,+,1_Days_Up,Trend,🔴 DOWN,54%,224/409 (5000),0.0651842324907945
BJC,±2.4%,4,3,-,1_Days_Down,Trend,🟢 UP,54%,191/350 (5000),0.1873749791722509
BJC,±2.4%,4,3,++,2_Days_Up,Trend,🔴 DOWN,68%,46/67 (5000),-0.3528894026247331
BJC,±2.4%,4,3,+-,2D_Reversal_Down,Reversal,🟢 UP,62%,41/66 (5000),0.928160301891271
BJC,±2.4%,4,3,-+,2D_Reversal_Up,Reversal,🔴 DOWN,64%,35/54 (5000),-0.6114167403051934
BJC,±2.4%,4,3,--,2_Days_Down,Trend,🟢 UP,56%,26/46 (5000),0.4716747352279292
BJC,±2.4%,4,3,+++,3_Days_Up,Trend,🔴 DOWN,54%,6/11 (5000),-0.9771072471364742
BJC,±2.4%,4,3,++-,3D_Reversal_Down,Reversal,🟢 UP,66%,10/15 (5000),1.809754703569816
BJC,±2.4%,4,3,+-+,3D_Mixed_+-+,Mixed,🔴 DOWN,53%,8/15 (5000),0.1471320929212947
BJC,±2.4%,4,3,+--,3D_Reversal_Down,Reversal,🟢 UP,60%,3/5 (5000),0.8500996295929079
BJC,±2.4%,4,3,-++,3D_Reversal_Up,Reversal,🟢 UP,50%,3/6 (5000),1.5685676520779332
BJC,±2.4%,4,3,-+-,3D_Mixed_-+-,Mixed,🔴 DOWN,66%,8/12 (5000),0.1954161520997904
BJC,±2.4%,4,3,--+,3D_Reversal_Up,Reversal,🟢 UP,77%,7/9 (5000),1.078695390859711
BJC,±2.4%,4,3,---,3_Days_Down,Trend,🟢 UP,88%,8/9 (5000),1.892680937427592
BJC,±2.4%,4,3,++++,4_Days_Up,Trend,🔴 DOWN,100%,3/3 (5000),-7.839882346707467
BJC,±2.4%,4,3,+++-,4D_Reversal_Down,Reversal,🟢 UP,75%,3/4 (5000),1.9628659669566784
BJC,±2.4%,4,3,++-+,4D_Mixed_++-+,Mixed,🟢 UP,50%,3/6 (5000),0.8798253259014029
BJC,±2.4%,4,3,++--,4D_Reversal_Down,Reversal,🔴 DOWN,100%,1/1 (5000),-3.1446541327762088
BJC,±2.4%,4,3,+-++,4D_Mixed_+-++,Mixed,🔴 DOWN,66%,2/3 (5000),2.1452084251569663
BJC,±2.4%,4,3,+-+-,4D_Reversal_Down,Reversal,🔴 DOWN,100%,1/1 (5000),-1.1278195575606054
BJC,±2.4%,4,3,+--+,4D_Mixed_+--+,Mixed,🟢 UP,66%,2/3 (5000),-1.0575537745342922
BJC,±2.4%,4,3,+---,4D_Reversal_Down,Reversal,🟢 UP,100%,1/1 (5000),2.0134228346151195
BJC,±2.4%,4,3,-+++,4D_Reversal_Up,Reversal,🟢 UP,50%,1/2 (5000),3.712737033689617
BJC,±2.4%,4,3,-+-+,4D_Reversal_Up,Reversal,🟢 UP,100%,2/2 (5000),2.4155159431090256
BJC,±2.4%,4,3,-+--,4D_Mixed_-+--,Mixed,🟢 UP,100%,2/2 (5000),3.018162393162393
BJC,±2.4%,4,3,--++,4D_Reversal_Up,Reversal,🟢 UP,50%,1/2 (5000),0.9275157298287872
BJC,±2.4%,4,3,--+-,4D_Mixed_--+-,Mixed,🔴 DOWN,100%,1/1 (5000),-0.8264462809917328
BJC,±2.4%,4,3,---+,4D_Reversal_Up,Reversal,🟢 UP,100%,2/2 (5000),1.859761867707077
BTS,±3.7%,7,5,+,1_Days_Up,Trend,🔴 DOWN,59%,123/207 (5000),-0.3057644391564212
BTS,±3.7%,7,5,-,1_Days_Down,Trend,🟢 UP,51%,93/180 (5000),-0.1248942933743384
BTS,±3.7%,7,5,++,2_Days_Up,Trend,🔴 DOWN,66%,18/27 (5000),-0.2018140051780153
BTS,±3.7%,7,5,+-,2D_Reversal_Down,Reversal,🟢 UP,58%,20/34 (5000),0.8143807154680737
BTS,±3.7%,7,5,-+,2D_Reversal_Up,Reversal,🔴 DOWN,70%,21/30 (5000),-1.482465373263098
BTS,±3.7%,7,5,--,2_Days_Down,Trend,🟢 UP,51%,15/29 (5000),-0.2725715836185163
BTS,±3.7%,7,5,+++,3_Days_Up,Trend,🟢 UP,66%,4/6 (5000),6.591247298326152
BTS,±3.7%,7,5,++-,3D_Reversal_Down,Reversal,🟢 UP,62%,5/8 (5000),0.3263316785403795
BTS,±3.7%,7,5,+-+,3D_Mixed_+-+,Mixed,🔴 DOWN,71%,5/7 (5000),-0.7932307257682399
BTS,±3.7%,7,5,+--,3D_Reversal_Down,Reversal,🟢 UP,66%,4/6 (5000),0.9655453836344868
BTS,±3.7%,7,5,-++,3D_Reversal_Up,Reversal,🟢 UP,60%,3/5 (5000),1.234154949944097
BTS,±3.7%,7,5,-+-,3D_Mixed_-+-,Mixed,🟢 UP,50%,3/6 (5000),0.3248941632640334
BTS,±3.7%,7,5,--+,3D_Reversal_Up,Reversal,🔴 DOWN,70%,7/10 (5000),-3.548376741746289
BTS,±3.7%,7,5,---,3_Days_Down,Trend,🔴 DOWN,55%,5/9 (5000),0.466757139104848
BTS,±3.7%,7,5,++++,4_Days_Up,Trend,🟢 UP,75%,3/4 (5000),5.353307553183834
BTS,±3.7%,7,5,+++-,4D_Reversal_Down,Reversal,🟢 UP,100%,1/1 (5000),1.51574323231769
BTS,±3.7%,7,5,++-+,4D_Mixed_++-+,Mixed,🟢 UP,0%,0/0 (5000),0.0
BTS,±3.7%,7,5,++--,4D_Reversal_Down,Reversal,🟢 UP,66%,2/3 (5000),1.2802931161474649
BTS,±3.7%,7,5,+-++,4D_Mixed_+-++,Mixed,🟢 UP,100%,1/1 (5000),2.497950314854691
BTS,±3.7%,7,5,+-+-,4D_Reversal_Down,Reversal,🟢 UP,50%,1/2 (5000),0.9968028778664234
BTS,±3.7%,7,5,+--+,4D_Mixed_+--+,Mixed,🔴 DOWN,100%,3/3 (5000),-4.666703916067327
BTS,±3.7%,7,5,+---,4D_Reversal_Down,Reversal,🟢 UP,0%,0/0 (5000),0.0
BTS,±3.7%,7,5,-+++,4D_Reversal_Up,Reversal,🟢 UP,50%,1/2 (5000),8.241833625182577
BTS,±3.7%,7,5,-++-,4D_Mixed_-++-,Mixed,🟢 UP,100%,1/1 (5000),9.088972678839546
BTS,±3.7%,7,5,-+-+,4D_Reversal_Up,Reversal,🟢 UP,100%,1/1 (5000),2.9423926902322983
BTS,±3.7%,7,5,-+--,4D_Mixed_-+--,Mixed,🟢 UP,50%,1/2 (5000),-0.1380325760004019
BTS,±3.7%,7,5,--++,4D_Reversal_Up,Reversal,🟢 UP,50%,1/2 (5000),1.570579963917107
BTS,±3.7%,7,5,--+-,4D_Mixed_--+-,Mixed,🔴 DOWN,66%,2/3 (5000),-1.2017106892621143
BTS,±3.7%,7,5,---+,4D_Reversal_Up,Reversal,🔴 DOWN,75%,3/4 (5000),-7.157359737754707
BTS,±3.7%,7,5,----,4_Days_Down,Trend,🟢 UP,66%,2/3 (5000),2.0003226996976498
BTS,±3.7%,7,5,+++++,Streak_Up_5,Breakout,🟢 UP,66%,2/3 (5000),4.667643525512921
BTS,±3.7%,7,5,-----,Streak_Down_5,Breakout,🟢 UP,100%,1/1 (5000),10.0002545153292
BTS,±3.7%,7,5,++++++,Streak_Up_6,Breakout,🟢 UP,50%,1/2 (5000),1.8291907523265367
BTS,±3.7%,7,5,+++++++,Streak_Up_7,Breakout,🔴 DOWN,100%,1/1 (5000),-5.7163898356625165
CBG,±3.3%,2,3,+,1_Days_Up,Trend,🔴 DOWN,57%,112/194 (2715),-0.1041728251952179
CBG,±3.3%,2,3,-,1_Days_Down,Trend,🟢 UP,57%,91/158 (2715),0.0458863244163984
CBG,±3.3%,2,3,++,2_Days_Up,Trend,🔴 DOWN,72%,13/18 (2715),-1.7293525128168863
CBG,±3.3%,2,3,+-,2D_Reversal_Down,Reversal,🟢 UP,53%,7/13 (2715),-0.5415608475177865
CBG,±3.3%,2,3,-+,2D_Reversal_Up,Reversal,🟢 UP,55%,10/18 (2715),0.7753148482019985
CBG,±3.3%,2,3,--,2_Days_Down,Trend,🟢 UP,68%,13/19 (2715),1.3119761352880088
CBG,±3.3%,2,3,++-,3D_Reversal_Down,Reversal,🟢 UP,50%,2/4 (2715),-0.2352543918181349
CBG,±3.3%,2,3,+-+,3D_Mixed_+-+,Mixed,🟢 UP,100%,1/1 (2715),4.326923076923084
CBG,±3.3%,2,3,+--,3D_Reversal_Down,Reversal,🟢 UP,75%,3/4 (2715),4.139445791263724
CBG,±3.3%,2,3,-++,3D_Reversal_Up,Reversal,🟢 UP,50%,1/2 (2715),-2.095166648805052
CBG,±3.3%,2,3,--+,3D_Reversal_Up,Reversal,🔴 DOWN,83%,5/6 (2715),-1.0559503535618278
CBG,±3.3%,2,3,---,3_Days_Down,Trend,🟢 UP,100%,1/1 (2715),1.5503875968992276
CENTEL,±2.8%,4,6,+,1_Days_Up,Trend,🔴 DOWN,51%,201/387 (5000),-0.0062664168415214
CENTEL,±2.8%,4,6,-,1_Days_Down,Trend,🟢 UP,54%,184/335 (5000),0.1639810216971728
CENTEL,±2.8%,4,6,++,2_Days_Up,Trend,🟢 UP,57%,33/57 (5000),0.6152759113017697
CENTEL,±2.8%,4,6,+-,2D_Reversal_Down,Reversal,🟢 UP,57%,26/45 (5000),0.076510603646053
CENTEL,±2.8%,4,6,-+,2D_Reversal_Up,Reversal,🔴 DOWN,52%,27/51 (5000),-0.4108548074774842
CENTEL,±2.8%,4,6,--,2_Days_Down,Trend,🟢 UP,55%,33/59 (5000),0.336658080604753
CENTEL,±2.8%,4,6,+++,3_Days_Up,Trend,🟢 UP,61%,8/13 (5000),0.537018209090327
CENTEL,±2.8%,4,6,++-,3D_Reversal_Down,Reversal,🔴 DOWN,57%,4/7 (5000),-0.5629799237917225
CENTEL,±2.8%,4,6,+-+,3D_Mixed_+-+,Mixed,🟢 UP,60%,3/5 (5000),1.0281573135907718
CENTEL,±2.8%,4,6,+--,3D_Reversal_Down,Reversal,🔴 DOWN,57%,4/7 (5000),0.3394826675616142
CENTEL,±2.8%,4,6,-++,3D_Reversal_Up,Reversal,🔴 DOWN,62%,5/8 (5000),0.2197456870887001
CENTEL,±2.8%,4,6,-+-,3D_Mixed_-+-,Mixed,🟢 UP,50%,5/10 (5000),0.3284678395235184
CENTEL,±2.8%,4,6,--+,3D_Reversal_Up,Reversal,🟢 UP,63%,7/11 (5000),-0.2007597893315262
CENTEL,±2.8%,4,6,---,3_Days_Down,Trend,🔴 DOWN,55%,5/9 (5000),-0.1454355602311363
CENTEL,±2.8%,4,6,++++,4_Days_Up,Trend,🔴 DOWN,100%,1/1 (5000),-2.307692307692305
CENTEL,±2.8%,4,6,+++-,4D_Reversal_Down,Reversal,🔴 DOWN,100%,2/2 (5000),-2.7150537634408667
CENTEL,±2.8%,4,6,++-+,4D_Mixed_++-+,Mixed,🟢 UP,100%,1/1 (5000),4.3269230769230616
CENTEL,±2.8%,4,6,++--,4D_Reversal_Down,Reversal,🟢 UP,50%,1/2 (5000),0.4640475761398477
CENTEL,±2.8%,4,6,+-++,4D_Mixed_+-++,Mixed,🟢 UP,100%,3/3 (5000),3.91625980669
CENTEL,±2.8%,4,6,+-+-,4D_Reversal_Down,Reversal,🟢 UP,100%,1/1 (5000),1.0695187165775444
CENTEL,±2.8%,4,6,+--+,4D_Mixed_+--+,Mixed,🟢 UP,50%,1/2 (5000),1.435599284436484
CENTEL,±2.8%,4,6,+---,4D_Reversal_Down,Reversal,🔴 DOWN,100%,1/1 (5000),-2.3255813953488413
CENTEL,±2.8%,4,6,-+++,4D_Reversal_Up,Reversal,🟢 UP,100%,2/2 (5000),2.8215071795409274
CENTEL,±2.8%,4,6,-++-,4D_Mixed_-++-,Mixed,🟢 UP,100%,1/1 (5000),4.000000000000004
CENTEL,±2.8%,4,6,-+-+,4D_Reversal_Up,Reversal,🟢 UP,100%,2/2 (5000),4.521276595744683
CENTEL,±2.8%,4,6,-+--,4D_Mixed_-+--,Mixed,🔴 DOWN,100%,2/2 (5000),-1.5151515151515138
CENTEL,±2.8%,4,6,--++,4D_Reversal_Up,Reversal,🔴 DOWN,100%,3/3 (5000),-1.163366810138685
CENTEL,±2.8%,4,6,--+-,4D_Mixed_--+-,Mixed,🟢 UP,50%,1/2 (5000),-2.35209235209235
CENTEL,±2.8%,4,6,---+,4D_Reversal_Up,Reversal,🔴 DOWN,66%,2/3 (5000),-4.624533929903056
CENTEL,±2.8%,4,6,----,4_Days_Down,Trend,🟢 UP,50%,2/4 (5000),1.205455163180813
CENTEL,±2.8%,4,6,-----,Streak_Down_5,Breakout,🟢 UP,50%,1/2 (5000),-1.2398833244320284
CENTEL,±2.8%,4,6,------,Streak_Down_6,Breakout,🟢 UP,100%,1/1 (5000),2.0746887966804906
CHG,±2.9%,3,3,+,1_Days_Up,Trend,🔴 DOWN,61%,113/185 (3088),-0.2716483070269429
CHG,±2.9%,3,3,-,1_Days_Down,Trend,🟢 UP,52%,72/136 (3088),0.0826102315634885
CHG,±2.9%,3,3,++,2_Days_Up,Trend,🔴 DOWN,80%,12/15 (3088),-0.8496759261837655
CHG,±2.9%,3,3,+-,2D_Reversal_Down,Reversal,🔴 DOWN,53%,8/15 (3088),-0.1358365535295273
CHG,±2.9%,3,3,-+,2D_Reversal_Up,Reversal,🔴 DOWN,71%,10/14 (3088),-1.0723548070590128
CHG,±2.9%,3,3,--,2_Days_Down,Trend,🟢 UP,57%,8/14 (3088),0.6753980478686681
CHG,±2.9%,3,3,+++,3_Days_Up,Trend,🔴 DOWN,100%,1/1 (3088),-1.500000000000001
CHG,±2.9%,3,3,++-,3D_Reversal_Down,Reversal,🟢 UP,100%,2/2 (3088),2.706641184902048
CHG,±2.9%,3,3,+-+,3D_Mixed_+-+,Mixed,🟢 UP,100%,1/1 (3088),0.6024096385542133
CHG,±2.9%,3,3,+--,3D_Reversal_Down,Reversal,🟢 UP,100%,1/1 (3088),6.060606060606055
CHG,±2.9%,3,3,-++,3D_Reversal_Up,Reversal,🟢 UP,50%,1/2 (3088),-0.5440860215053744
CHG,±2.9%,3,3,-+-,3D_Mixed_-+-,Mixed,🔴 DOWN,66%,2/3 (3088),-1.8515801889588384
CHG,±2.9%,3,3,--+,3D_Reversal_Up,Reversal,🔴 DOWN,100%,3/3 (3088),-1.286237488886688
CHG,±2.9%,3,3,---,3_Days_Down,Trend,🟢 UP,100%,1/1 (3088),3.389830508474589
COM7,±2.7%,4,4,+,1_Days_Up,Trend,🔴 DOWN,57%,169/296 (2545),-0.1325813315295181
COM7,±2.7%,4,4,-,1_Days_Down,Trend,🟢 UP,60%,120/200 (2545),0.4209976340317646
COM7,±2.7%,4,4,++,2_Days_Up,Trend,🔴 DOWN,57%,22/38 (2545),-0.6523919821903373
COM7,±2.7%,4,4,+-,2D_Reversal_Down,Reversal,🟢 UP,61%,22/36 (2545),0.2017052274160943
COM7,±2.7%,4,4,-+,2D_Reversal_Up,Reversal,🟢 UP,62%,25/40 (2545),0.911490617134678
COM7,±2.7%,4,4,--,2_Days_Down,Trend,🟢 UP,70%,17/24 (2545),0.6234050990684243
COM7,±2.7%,4,4,+++,3_Days_Up,Trend,🟢 UP,50%,2/4 (2545),-0.135894350019492
COM7,±2.7%,4,4,++-,3D_Reversal_Down,Reversal,🔴 DOWN,55%,5/9 (2545),-0.408107419216627
COM7,±2.7%,4,4,+-+,3D_Mixed_+-+,Mixed,🟢 UP,66%,4/6 (2545),-0.0796414501664594
COM7,±2.7%,4,4,+--,3D_Reversal_Down,Reversal,🟢 UP,80%,4/5 (2545),2.1798296891997597
COM7,±2.7%,4,4,-++,3D_Reversal_Up,Reversal,🟢 UP,60%,6/10 (2545),-0.03711553615328
COM7,±2.7%,4,4,-+-,3D_Mixed_-+-,Mixed,🟢 UP,66%,2/3 (2545),-1.0932733939085393
COM7,±2.7%,4,4,--+,3D_Reversal_Up,Reversal,🟢 UP,70%,7/10 (2545),2.550781867166486
COM7,±2.7%,4,4,---,3_Days_Down,Trend,🟢 UP,60%,3/5 (2545),0.7267444048023419
COM7,±2.7%,4,4,++++,4_Days_Up,Trend,🔴 DOWN,100%,1/1 (2545),-2.20588235294118
COM7,±2.7%,4,4,+++-,4D_Reversal_Down,Reversal,🟢 UP,100%,1/1 (2545),1.904761904761898
COM7,±2.7%,4,4,++-+,4D_Mixed_++-+,Mixed,🟢 UP,100%,1/1 (2545),3.899082568807344
COM7,±2.7%,4,4,++--,4D_Reversal_Down,Reversal,🟢 UP,100%,2/2 (2545),4.18315992333077
COM7,±2.7%,4,4,+-++,4D_Mixed_+-++,Mixed,🔴 DOWN,100%,2/2 (2545),-3.5805887496356714
COM7,±2.7%,4,4,+-+-,4D_Reversal_Down,Reversal,🟢 UP,100%,1/1 (2545),1.3761467889908283
COM7,±2.7%,4,4,+--+,4D_Mixed_+--+,Mixed,🟢 UP,75%,3/4 (2545),1.1056775950024744
COM7,±2.7%,4,4,+---,4D_Reversal_Down,Reversal,🟢 UP,100%,1/1 (2545),2.9197080291970767
COM7,±2.7%,4,4,-+++,4D_Reversal_Up,Reversal,🟢 UP,100%,1/1 (2545),0.6369426751592355
COM7,±2.7%,4,4,-++-,4D_Mixed_-++-,Mixed,🔴 DOWN,66%,2/3 (2545),-2.755189608978903
COM7,±2.7%,4,4,-+--,4D_Mixed_-+--,Mixed,🟢 UP,100%,1/1 (2545),3.821656050955413
COM7,±2.7%,4,4,--++,4D_Reversal_Up,Reversal,🟢 UP,50%,2/4 (2545),-0.9531624045447384
COM7,±2.7%,4,4,--+-,4D_Mixed_--+-,Mixed,🔴 DOWN,100%,1/1 (2545),-7.100591715976323
COM7,±2.7%,4,4,---+,4D_Reversal_Up,Reversal,🟢 UP,100%,3/3 (2545),4.609972407673157
COM7,±2.7%,4,4,----,4_Days_Down,Trend,🟢 UP,100%,2/2 (2545),6.154905335628236
CPALL,±1.9%,6,4,+,1_Days_Up,Trend,🔴 DOWN,53%,256/478 (5000),0.15239444210958
CPALL,±1.9%,6,4,-,1_Days_Down,Trend,🟢 UP,56%,221/394 (5000),0.1853070680498777
CPALL,±1.9%,6,4,++,2_Days_Up,Trend,🔴 DOWN,58%,46/79 (5000),0.1789512607191114
CPALL,±1.9%,6,4,+-,2D_Reversal_Down,Reversal,🟢 UP,55%,33/59 (5000),0.3150945964254231
CPALL,±1.9%,6,4,-+,2D_Reversal_Up,Reversal,🟢 UP,50%,36/72 (5000),0.1176131008321869
CPALL,±1.9%,6,4,--,2_Days_Down,Trend,🟢 UP,58%,37/63 (5000),0.4716615023105048
CPALL,±1.9%,6,4,+++,3_Days_Up,Trend,🔴 DOWN,66%,10/15 (5000),-0.1182676063729293
CPALL,±1.9%,6,4,++-,3D_Reversal_Down,Reversal,🟢 UP,60%,9/15 (5000),1.0791643166839102
CPALL,±1.9%,6,4,+-+,3D_Mixed_+-+,Mixed,🟢 UP,63%,7/11 (5000),0.6276042935926894
CPALL,±1.9%,6,4,+--,3D_Reversal_Down,Reversal,🔴 DOWN,60%,6/10 (5000),-0.8434078763054363
CPALL,±1.9%,6,4,-++,3D_Reversal_Up,Reversal,🔴 DOWN,62%,10/16 (5000),0.5203252071634435
CPALL,±1.9%,6,4,-+-,3D_Mixed_-+-,Mixed,🟢 UP,61%,8/13 (5000),1.2041239875817311
CPALL,±1.9%,6,4,--+,3D_Reversal_Up,Reversal,🟢 UP,50%,6/12 (5000),-0.6061947712946301
CPALL,±1.9%,6,4,---,3_Days_Down,Trend,🟢 UP,55%,5/9 (5000),0.5350293473843133
CPALL,±1.9%,6,4,++++,4_Days_Up,Trend,🟢 UP,50%,2/4 (5000),0.5776006028022168
CPALL,±1.9%,6,4,+++-,4D_Reversal_Down,Reversal,🟢 UP,60%,3/5 (5000),2.3176083412414528
CPALL,±1.9%,6,4,++-+,4D_Mixed_++-+,Mixed,🟢 UP,50%,1/2 (5000),0.94405594405594
CPALL,±1.9%,6,4,+-++,4D_Mixed_+-++,Mixed,🔴 DOWN,60%,3/5 (5000),-0.1767062685651799
CPALL,±1.9%,6,4,+-+-,4D_Reversal_Down,Reversal,🔴 DOWN,100%,1/1 (5000),-0.347222222222221
CPALL,±1.9%,6,4,+--+,4D_Mixed_+--+,Mixed,🟢 UP,0%,0/0 (5000),0.0
CPALL,±1.9%,6,4,+---,4D_Reversal_Down,Reversal,🔴 DOWN,75%,3/4 (5000),0.125758445623576
CPALL,±1.9%,6,4,-+++,4D_Reversal_Up,Reversal,🔴 DOWN,80%,4/5 (5000),0.0473572533265964
CPALL,±1.9%,6,4,-++-,4D_Mixed_-++-,Mixed,🟢 UP,60%,3/5 (5000),0.4528597610674161
CPALL,±1.9%,6,4,-+-+,4D_Reversal_Up,Reversal,🟢 UP,60%,3/5 (5000),0.2034013710456448
CPALL,±1.9%,6,4,--++,4D_Reversal_Up,Reversal,🟢 UP,50%,1/2 (5000),6.749551261746389
CPALL,±1.9%,6,4,--+-,4D_Mixed_--+-,Mixed,🟢 UP,100%,5/5 (5000),2.547125638518364
CPALL,±1.9%,6,4,---+,4D_Reversal_Up,Reversal,🟢 UP,100%,2/2 (5000),0.6567876467003497
CPALL,±1.9%,6,4,----,4_Days_Down,Trend,🟢 UP,100%,1/1 (5000),7.14285714285714
CPALL,±1.9%,6,4,+++++,Streak_Up_5,Breakout,🟢 UP,50%,1/2 (5000),0.0473484848484861
CPALL,±1.9%,6,4,++++++,Streak_Up_6,Breakout,🔴 DOWN,100%,1/1 (5000),-3.030303030303028
CPF,±1.3%,6,6,+,1_Days_Up,Trend,🔴 DOWN,55%,444/796 (5000),0.0272768121112374
CPF,±1.3%,6,6,-,1_Days_Down,Trend,🟢 UP,58%,450/775 (5000),0.2436113948678226
CPF,±1.3%,6,6,++,2_Days_Up,Trend,🔴 DOWN,52%,94/179 (5000),0.1064948825984176
CPF,±1.3%,6,6,+-,2D_Reversal_Down,Reversal,🟢 UP,62%,115/184 (5000),0.3379769473787937
CPF,±1.3%,6,6,-+,2D_Reversal_Up,Reversal,🔴 DOWN,54%,111/205 (5000),0.0667967776291882
CPF,±1.3%,6,6,--,2_Days_Down,Trend,🟢 UP,60%,109/180 (5000),0.5353750671950278
CPF,±1.3%,6,6,+++,3_Days_Up,Trend,🔴 DOWN,51%,21/41 (5000),0.0679784967426922
CPF,±1.3%,6,6,++-,3D_Reversal_Down,Reversal,🟢 UP,62%,28/45 (5000),0.7888696577904755
CPF,±1.3%,6,6,+-+,3D_Mixed_+-+,Mixed,🔴 DOWN,60%,30/50 (5000),-0.0912452063202675
CPF,±1.3%,6,6,+--,3D_Reversal_Down,Reversal,🟢 UP,56%,23/41 (5000),0.5335608680622179
CPF,±1.3%,6,6,-++,3D_Reversal_Up,Reversal,🔴 DOWN,56%,29/51 (5000),0.1125006566090515
CPF,±1.3%,6,6,-+-,3D_Mixed_-+-,Mixed,🟢 UP,61%,33/54 (5000),0.3894191205095756
CPF,±1.3%,6,6,--+,3D_Reversal_Up,Reversal,🟢 UP,56%,33/58 (5000),0.4679515447374466
CPF,±1.3%,6,6,---,3_Days_Down,Trend,🟢 UP,61%,29/47 (5000),0.8718209836448431
CPF,±1.3%,6,6,++++,4_Days_Up,Trend,🟢 UP,50%,5/10 (5000),1.038293742477406
CPF,±1.3%,6,6,+++-,4D_Reversal_Down,Reversal,🟢 UP,91%,11/12 (5000),1.957266076019008
CPF,±1.3%,6,6,++-+,4D_Mixed_++-+,Mixed,🔴 DOWN,56%,9/16 (5000),0.6098409794688651
CPF,±1.3%,6,6,++--,4D_Reversal_Down,Reversal,🟢 UP,50%,5/10 (5000),0.4354185882283302
CPF,±1.3%,6,6,+-++,4D_Mixed_+-++,Mixed,🔴 DOWN,61%,8/13 (5000),-0.2011261790353137
CPF,±1.3%,6,6,+-+-,4D_Reversal_Down,Reversal,🟢 UP,50%,7/14 (5000),0.0280433382775365
CPF,±1.3%,6,6,+--+,4D_Mixed_+--+,Mixed,🔴 DOWN,53%,7/13 (5000),0.0715023180441214
CPF,±1.3%,6,6,+---,4D_Reversal_Down,Reversal,🟢 UP,58%,7/12 (5000),0.760845185072263
CPF,±1.3%,6,6,-+++,4D_Reversal_Up,Reversal,🟢 UP,54%,6/11 (5000),-0.4522116497961518
CPF,±1.3%,6,6,-++-,4D_Mixed_-++-,Mixed,🟢 UP,61%,8/13 (5000),0.9859578722797558
CPF,±1.3%,6,6,-+-+,4D_Reversal_Up,Reversal,🔴 DOWN,64%,9/14 (5000),-0.571595137824468
CPF,±1.3%,6,6,-+--,4D_Mixed_-+--,Mixed,🟢 UP,50%,5/10 (5000),-0.5639482611243063
CPF,±1.3%,6,6,--++,4D_Reversal_Up,Reversal,🔴 DOWN,61%,11/18 (5000),-0.2448561631417822
CPF,±1.3%,6,6,--+-,4D_Mixed_--+-,Mixed,🟢 UP,81%,9/11 (5000),0.4596560962904718
CPF,±1.3%,6,6,---+,4D_Reversal_Up,Reversal,🟢 UP,68%,13/19 (5000),0.8069681550191691
CPF,±1.3%,6,6,----,4_Days_Down,Trend,🟢 UP,76%,10/13 (5000),2.7300216192793823
CPF,±1.3%,6,6,+++++,Streak_Up_5,Breakout,🔴 DOWN,66%,2/3 (5000),0.2130756517166265
CPF,±1.3%,6,6,-----,Streak_Down_5,Breakout,🟢 UP,50%,1/2 (5000),-0.5680757385500113
CPF,±1.3%,6,6,++++++,Streak_Up_6,Breakout,🔴 DOWN,100%,1/1 (5000),-0.5747126436781436
CPF,±1.3%,6,6,------,Streak_Down_6,Breakout,🟢 UP,100%,1/1 (5000),6.880734260584132
CPN,±1.8%,6,6,+,1_Days_Up,Trend,🔴 DOWN,51%,354/694 (5000),0.1510865917966272
CPN,±1.8%,6,6,-,1_Days_Down,Trend,🟢 UP,55%,335/601 (5000),0.1065398889845214
CPN,±1.8%,6,6,++,2_Days_Up,Trend,🔴 DOWN,58%,79/134 (5000),-0.1132931831081843
CPN,±1.8%,6,6,+-,2D_Reversal_Down,Reversal,🟢 UP,51%,66/127 (5000),-0.1633253218361707
CPN,±1.8%,6,6,-+,2D_Reversal_Up,Reversal,🟢 UP,51%,73/143 (5000),0.2176740760658084
CPN,±1.8%,6,6,--,2_Days_Down,Trend,🟢 UP,52%,61/117 (5000),-0.0570263570347183
CPN,±1.8%,6,6,+++,3_Days_Up,Trend,🔴 DOWN,64%,20/31 (5000),-0.3909030355033548
CPN,±1.8%,6,6,++-,3D_Reversal_Down,Reversal,🔴 DOWN,52%,18/34 (5000),0.1668176364372629
